Region,Region Link,Estate,Estate Link,ID,Status,Price,Price per feet(built-up),Price per feet(salesable area),Block and unit number,Floor,Room,Gross area(sq feet),Net floor area(sq feet),Management Fee,Property age(year),Address,Views #,Bookmarked #,Ads or renew date,Modified date,User last login,Expire date,Scrape Date
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen Wan Centre,https://www.28hse.com/en/buy/estate-4571,623290,For sale,HK$ 5.18M ,"$12,821","$15,745",,High level,,404 ,329 ,,37,NO.102 TSUEN KING CIRCUIT,533,0,4 days before,4 days before,3 hours before,2018.08.07,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,622470,For sale,HK$ 5.38M ,"$7,685",,,Ground Floor,,700 ,,,,--,1008,0,5 days before,5 days before,5 days before,2018.08.06,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,622214,For sale,HK$ 4.68M ,"$3,342",,,High level,,"1,400 ",,,,--,2008,0,6 days before,6 days before,6 days before,2018.08.05,07-12-2018
"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Woodview Court,https://www.28hse.com/en/buy/estate-5768,626613,For sale,HK$ 6.75M ,"$10,384","$12,477",,,,650 ,541 ,,,NO.75 KUNG LOK ROAD,25,0,3 hours before,34 minutes before,3 hours before,2018.08.11,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,622253,For sale,HK$ 4.68M ,"$3,162","$3,162",,,,"1,480 ","1,480 ",,,--,1057,0,6 days before,6 days before,3 days before,2018.08.05,07-12-2018
,,,,623434,For sale,HK$ 4.08M ,"$5,829",,,Mid level,3,700 ,,,,--,1541,0,4 days before,,1 days before,2018.08.07,07-12-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Palm Beach,https://www.28hse.com/en/buy/estate-4518,622315,For sale,HK$ 18.88M ,"$9,012","$12,332",,,,"2,095 ","1,531 ",,,No.28 Castle Peak Road Castle Peak Bay,511,0,6 days before,6 days before,2 days before,2018.08.05,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,622489,For sale,HK$ 3.98M ,"$5,103","$5,103",,,,780 ,780 ,,,--,2287,3,5 days before,1 days before,3 days before,2018.08.06,07-12-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Lime Stardom,https://www.28hse.com/en/buy/estate-5569,610882,For sale,HK$ 28.00M ,,"$29,474",PH6C,High level,4,,950 ,,7,NO.1 LARCH STREET,1665,0,22 days before,20 days before,1 days before,2018.07.20,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Apartment,https://www.28hse.com/en/buy/estate-2506,624949,For sale,HK$ 4.50M ,,"$16,544",,,2,,272 ,,26,--,880,0,2 days before,2 days before,1 days before,2018.08.09,07-12-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Garden,https://www.28hse.com/en/buy/estate-3060,549066,For sale,HK$ 9.38M ,"$16,256","$18,648",,Mid level,2,577 ,503 ,,27,必嘉街121號,1660,0,1 days before,1 days before,2 hours before,2018.08.10,07-12-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Metro 6,https://www.28hse.com/en/buy/estate-8440,625612,For sale,HK$ 8.58M ,,"$20,775",,,,,413 ,,3,No.121 Bulkeley Street,15,0,1 days before,1 days before,5 hours before,2018.08.10,07-12-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Apartment,https://www.28hse.com/en/buy/estate-2392,625691,For sale,HK$ 4.38M ,,"$15,870",,,,,276 ,,,--,170,0,1 days before,1 days before,1 hours before,2018.08.10,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,622217,For sale,HK$ 3.38M ,"$5,633",,,Mid level,2,600 ,,,,--,1922,0,6 days before,6 days before,6 days before,2018.08.05,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,598503,For sale,HK$ 7.28M ,"$10,400",,,,,700 ,,,,--,1940,0,6 days before,3 days before,2 days before,2018.08.05,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,577644,For sale,HK$ 5.38M ,"$7,685",,,,,700 ,,,,--,5089,0,6 days before,6 days before,2 days before,2018.08.05,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,621821,For sale,HK$ 1.28M ,"$5,120","$5,689",,Low level,1,250 ,225 ,,,--,1885,1,6 days before,,8 days before,2018.08.05,07-12-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Elaine Court,https://www.28hse.com/en/buy/estate-2714,625426,For sale,HK$ 4.80M ,,"$15,047",,,2,,319 ,$ $842,32,NOS.211-215 TUNG CHOI STREET,270,0,1 days before,1 days before,2 hours before,2018.08.10,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen Wan Centre,https://www.28hse.com/en/buy/estate-4571,621494,For sale,HK$ 5.00M ,"$12,376","$15,198",,,,404 ,329 ,,38,NO.102 TSUEN KING CIRCUIT,897,0,7 days before,7 days before,22 hours before,2018.08.04,07-12-2018
"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,Tin Ma Court,https://www.28hse.com/en/buy/estate-2101,602792,For sale,HK$ 5.78M ,"$10,194","$13,928",,,3,567 ,415 ,,32,NO. 55 CHUK YUEN ROAD,1530,0,4 days before,3 days before,8 days before,2018.08.07,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Mei Foo Sun Chuen,https://www.28hse.com/en/buy/estate-2520,623781,For sale,HK$ 14.30M ,"$11,673","$15,560",,Low level,,"1,225 ",919 ,,40,22-24 BROADWAY,110,0,3 days before,3 days before,10 hours before,2018.08.08,07-12-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Metro Harbour View,https://www.28hse.com/en/buy/estate-2564,623759,For sale,HK$ 6.90M ,"$14,465","$21,166",,High level,2,477 ,326 ,,15,NO.8 FUK LEE STREET,200,0,3 days before,3 days before,10 hours before,2018.08.08,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Banyan Garden,https://www.28hse.com/en/buy/estate-2451,624060,For sale,HK$ 8.90M ,,"$18,126",,,,,491 ,,15,NO.863 LAI CHI KOK ROAD,185,0,3 days before,3 days before,4 hours before,2018.08.08,07-12-2018
"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,The Masterpiece,https://www.28hse.com/en/buy/estate-5236,624235,For sale,HK$ 34.00M ,,"$30,276",,High level,2,,"1,123 ",,9,NO.18 HANOI ROAD,75,0,3 days before,3 days before,1 hours before,2018.08.08,07-12-2018
"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Amoy Gardens,https://www.28hse.com/en/buy/estate-2081,624413,For sale,HK$ 5.80M ,,"$15,467",,,2,,375 ,,33,77 NGAU TAU KOK ROAD,250,0,3 days before,,3 days before,2018.08.08,07-12-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Trinity Towers,https://www.28hse.com/en/buy/estate-8333,602439,For sale,HK$ 11.30M ,,"$15,915",A,Mid level,3,,710 ,,,No.339 Lai Chi Kok Road(Block 1 & 2),765,0,3 days before,3 days before,3 days before,2018.08.08,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,475203,For sale,HK$ 3.88M ,"$5,542",,,,,700 ,,,,--,12451,1,6 days before,6 days before,2 days before,2018.08.05,07-12-2018
,,,,599142,For sale,HK$ 3.88M ,"$5,543","$5,543",,,3,700 ,700 ,,,--,5792,3,8 days before,3 days before,1 days before,2018.08.03,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,620290,For sale,HK$ 4.38M ,"$6,257",,,,,700 ,,,,--,937,0,8 days before,7 days before,3 days before,2018.08.03,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen King Garden,https://www.28hse.com/en/buy/estate-4574,586622,For sale,HK$ 6.98M ,"$10,279","$12,668",高層,,3,679 ,551 ,$ 1.39 sq feet,30,85 TSUEN KING CIRCUIT,2088,0,8 days before,3 days before,2 days before,2018.08.03,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,622238,For sale,HK$ 5.55M ,"$7,928","$7,929",,,,700 ,700 ,,,--,951,1,6 days before,5 days before,3 days before,2018.08.05,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,The Pacifica,https://www.28hse.com/en/buy/estate-2450,622125,For sale,HK$ 10.98M ,"$14,466","$19,819",,Mid level,3,759 ,554 ,,13,NO.9 SHAM SHING ROAD,205,0,6 days before,6 days before,6 days before,2018.08.05,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Banyan Garden,https://www.28hse.com/en/buy/estate-2451,622137,For sale,HK$ 9.28M ,"$13,954","$19,414",,Mid level,2,665 ,478 ,,15,NO.863 LAI CHI KOK ROAD,115,0,6 days before,6 days before,6 days before,2018.08.05,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Liberte,https://www.28hse.com/en/buy/estate-2510,622159,For sale,HK$ 9.38M ,"$14,587","$19,104",,High level,3,643 ,491 ,,15,NO.833 LAI CHI KOK ROAD,120,0,6 days before,6 days before,6 days before,2018.08.05,07-12-2018
,,,,622185,For sale,HK$ 4.79M ,,"$13,686",,High level,2,,350 ,$ 650,43,--,510,0,6 days before,,2 days before,2018.08.05,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Liberte,https://www.28hse.com/en/buy/estate-2510,622189,For sale,HK$ 9.30M ,"$14,374","$18,902",6座高層,,,647 ,492 ,,15,NO.833 LAI CHI KOK ROAD,290,0,6 days before,,5 hours before,2018.08.05,07-12-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Apartment,https://www.28hse.com/en/buy/estate-2554,622213,For sale,HK$ 5.78M ,"$8,257","$10,625",,Mid level,3,700 ,544 ,,,--,675,0,6 days before,6 days before,2 days before,2018.08.05,07-12-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Harbour Green,https://www.28hse.com/en/buy/estate-2566,622357,For sale,HK$ 9.98M ,,"$20,879",3a,High level,2,,478 ,,12,NO.8 SHAM MONG ROAD,475,0,5 days before,5 days before,1 days before,2018.08.05,07-12-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Apartment,https://www.28hse.com/en/buy/estate-2554,622207,For sale,HK$ 4.30M ,"$7,818","$10,670",,Mid level,2,550 ,403 ,,,--,265,0,6 days before,1 days before,2 days before,2018.08.05,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Yee King Court,https://www.28hse.com/en/buy/estate-6463,622874,For sale,HK$ 5.18M ,,"$17,679",,Mid level,1,,293 ,,20,513-521 Shun Ning Road,235,0,5 days before,5 days before,1 hours before,2018.08.06,07-12-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Lee Tai Building,https://www.28hse.com/en/buy/estate-7723,622934,For sale,HK$ 4.88M ,,"$11,349",,Low level,2,,430 ,,55,"Nos.101,101A,103,103A,105,105A and 107 Prince Edward Road West",771,0,5 days before,9 hours before,9 hours before,2018.08.06,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Apartment,https://www.28hse.com/en/buy/estate-2506,623017,For sale,HK$ 3.55M ,,"$15,991",,Low level,1,,222 ,,38,--,785,0,4 days before,3 days before,3 days before,2018.08.06,07-12-2018
"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Amoy Gardens,https://www.28hse.com/en/buy/estate-2081,623039,For sale,HK$ 6.38M ,"$13,292","$17,921",1,Mid level,2,480 ,356 ,,33,77 NGAU TAU KOK ROAD,365,0,4 days before,1 hours before,7 days before,2018.08.06,07-12-2018
"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Combo Mansion,https://www.28hse.com/en/buy/estate-7506,622533,For sale,HK$ 4.50M ,"$12,162","$15,464",,Mid level,2,370 ,291 ,,,炮仗街68-80號,365,0,4 days before,20 hours before,7 days before,2018.08.07,07-12-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Imperial Cullinan,https://www.28hse.com/en/buy/estate-6207,623439,For sale,HK$ 17.20M ,"$20,070","$25,787",,,,857 ,667 ,,10,No.10 Hoi Fai Road,105,0,4 days before,4 days before,23 hours before,2018.08.07,07-12-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Estate,https://www.28hse.com/en/buy/estate-3056,625478,For sale,HK$ 6.78M ,"$13,038","$19,045",,High level,2,520 ,356 ,,40,NO.39 MAN TAI STREET,75,0,1 days before,1 days before,1 days before,2018.08.10,07-12-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2807,623013,For sale,HK$ 4.60M ,"$10,222","$13,031",,,2,450 ,353 ,,,--,330,0,4 days before,4 days before,51 minutes before,2018.08.06,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,620598,For sale,HK$ 4.38M ,"$5,615","$5,615",,,,780 ,780 ,,,--,2086,0,8 days before,8 days before,3 days before,2018.08.03,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,620675,,HK$ 5.65M ,,"$8,071",,High level,3,,700 ,,,--,1639,0,8 days before,8 days before,5 hours before,2018.08.03,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,620713,For sale,HK$ 5.05M ,"$6,474",,,,,780 ,,,,--,1659,0,8 days before,1 days before,3 hours before,2018.08.03,07-12-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Macpherson Place,https://www.28hse.com/en/buy/estate-8377,624220,For sale,HK$ 8.40M ,,"$21,106",B 座中高層,Mid level,1,,398 ,,,No.38 Nelson Street,145,0,3 days before,,2 days before,2018.08.08,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,South Hillcrest,https://www.28hse.com/en/buy/estate-4416,620775,For sale,HK$ 15.50M ,"$10,245","$14,078",頂層複式單位,,4,"1,513 ","1,101 ",,13,NO.3 TUEN KWAI ROAD,1732,0,7 days before,6 days before,6 days before,2018.08.04,07-12-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Village,https://www.28hse.com/en/buy/estate-4154,558580,For sale,HK$ 6.28M ,"$8,971",,,,,700 ,,,,--,13417,3,7 days before,1 days before,2 days before,2018.08.04,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,537251,For sale,HK$ 3.88M ,"$5,542","$5,543",,High level,3,700 ,700 ,,,--,18002,4,7 days before,7 days before,7 days before,2018.08.04,07-12-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Fu Shin Estate,https://www.28hse.com/en/buy/estate-5698,626310,For sale,HK$ 2.37M ,,"$6,971",,Low level,,,340 ,,,--,65,0,7 days before,5 hours before,6 days before,2018.08.11,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,621193,For sale,HK$ 4.78M ,"$6,829",,,,,700 ,,,,--,1183,0,7 days before,3 days before,6 days before,2018.08.04,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,620703,For sale,HK$ 2.60M ,,"$7,429",,Ground Floor,1,,350 ,,,--,2139,0,8 days before,,6 days before,2018.08.03,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,581690,For sale,HK$ 7.02M ,,"$10,029",,,4,,700 ,,,--,3360,0,7 days before,7 days before,7 days before,2018.08.04,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Cheung Wah Court,https://www.28hse.com/en/buy/estate-2497,624429,For sale,HK$ 5.60M ,,"$15,512",,Mid level,2,,361 ,,26,NO.471 UN CHAU STREET,260,0,3 days before,3 days before,3 days before,2018.08.08,07-12-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Hampton Place,https://www.28hse.com/en/buy/estate-2563,612104,For sale,HK$ 9.20M ,"$14,935","$20,000",,High level,2,616 ,460 ,,14,NO.11 HOI FAN ROAD,566,0,2 days before,2 days before,10 hours before,2018.08.21,07-12-2018
"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Kingsford Terrace,https://www.28hse.com/en/buy/estate-2066,454413,For sale,HK$ 4.80M ,"$9,697","$11,401",,,2,495 ,421 ,,15,NO.8 KING TUNG STREET,4385,0,2 days before,3 hours before,,2018.08.11,07-12-2018
"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Louisa Tower,https://www.28hse.com/en/buy/estate-5971,625534,For sale,HK$ 7.50M ,,"$12,397",,,,,605 ,,42,NO.79 KUNG LOK ROAD,125,0,1 days before,1 days before,11 days before,2018.08.10,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Metro City,https://www.28hse.com/en/buy/estate-4000,621046,For sale,HK$ 6.99M ,"$13,573","$19,256",,High level,2,515 ,363 ,,18,WAN HANG ROAD,937,0,7 days before,5 days before,6 days before,2018.08.04,07-12-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Village,https://www.28hse.com/en/buy/estate-4154,621831,For sale,HK$ 5.00M ,"$7,692",,,,,650 ,,,,--,1764,0,6 days before,,7 hours before,2018.08.05,07-12-2018
"Diamond Hill,Lok Fu",https://www.28hse.com/en/buy/district-g24,Lung Poon Court,https://www.28hse.com/en/buy/estate-2051,624664,For sale,HK$ 6.80M ,"$11,744","$15,962",,Mid level,2,579 ,426 ,,26,NO.8 LUNG POON STREET,300,0,2 days before,3 hours before,,2018.08.11,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Luk Yeung Sun Chuen,https://www.28hse.com/en/buy/estate-4579,621835,For sale,HK$ 7.28M ,"$14,246","$16,360",,,2,511 ,445 ,,,22-66 WAI TSUEN ROAD TSUEN WAN,752,0,6 days before,6 days before,1 days before,2018.08.05,07-12-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Prosperous Garden,https://www.28hse.com/en/buy/estate-2802,622853,For sale,HK$ 9.80M ,,"$16,172",,Mid level,,,606 ,$ 1130,24,NO.3 PUBLIC SQUARE STREET,225,0,2 days before,2 days before,2 hours before,2018.08.09,07-12-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Village,https://www.28hse.com/en/buy/estate-4196,621839,For sale,HK$ 5.60M ,"$8,000",,,,,700 ,,,,--,416,0,6 days before,,7 hours before,2018.08.05,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,499849,For sale,HK$ 4.38M ,"$6,257",,,Mid level,3,700 ,,,,--,1666,0,6 days before,6 days before,2 days before,2018.08.05,07-12-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Greenfield Garden,https://www.28hse.com/en/buy/estate-4656,598638,For sale,HK$ 6.28M ,"$13,029","$17,205",,High level,2,482 ,365 ,,28,No.1 Fung Shue Wo Road,2150,0,6 days before,4 hours before,2 hours before,2018.08.05,07-12-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Village,https://www.28hse.com/en/buy/estate-4196,621864,For sale,HK$ 8.88M ,"$6,343",,,,,"1,400 ",,,,--,554,0,6 days before,,7 hours before,2018.08.05,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,622094,For sale,HK$ 4.98M ,"$7,114",,,,,700 ,,,,--,953,0,6 days before,6 days before,3 days before,2018.08.05,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,407887,For sale,HK$ 5.08M ,"$7,257",,,High level,3,700 ,,,,--,16493,4,6 days before,1 days before,4 hours before,2018.08.05,07-12-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Apartment,https://www.28hse.com/en/buy/estate-2554,625834,For sale,HK$ 7.88M ,,"$11,939",,High level,3,,660 ,,54,--,75,0,1 days before,1 days before,1 days before,2018.08.10,07-12-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Metro 6,https://www.28hse.com/en/buy/estate-8440,625784,For sale,HK$ 8.60M ,,"$20,823",,High level,2,,413 ,,3,No.121 Bulkeley Street,95,0,1 days before,1 days before,4 days before,2018.08.10,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,598065,For sale,HK$ 4.50M ,"$6,428",,,High level,3,700 ,,,,--,5128,1,6 days before,6 days before,4 hours before,2018.08.05,07-12-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,The Long Beach,https://www.28hse.com/en/buy/estate-2567,468985,For sale,HK$ 10.50M ,,"$18,421",高層海景兩房,High level,2,,570 ,,9,NO.8 HOI FAI ROAD,747,0,1 days before,1 days before,1 days before,2018.08.10,07-12-2018
"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Dragon Court,https://www.28hse.com/en/buy/estate-2631,626126,For sale,HK$ 12.80M ,"$12,800","$17,778",,,,"1,000 ",720 ,,51,NOS.98-100 WATERLOO ROAD,55,0,9 hours before,9 hours before,10 hours before,2018.08.11,07-12-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Garden,https://www.28hse.com/en/buy/estate-3060,626274,For sale,HK$ 11.28M ,"$15,040","$17,653",,Mid level,3,750 ,639 ,,27,必嘉街121號,45,0,6 hours before,6 hours before,6 hours before,2018.08.11,07-12-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Peony Court,https://www.28hse.com/en/buy/estate-2095,626507,For sale,HK$ 4.75M ,,"$16,323",,,open style,,291 ,,26,NOS.12-14 APLIU STREET KOWLOON,40,0,4 hours before,4 hours before,5 hours before,2018.08.11,07-12-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,SKYPARK,https://www.28hse.com/en/buy/estate-8587,626515,For sale,HK$ 7.50M ,,"$24,272",,Low level,open style,,309 ,,1,"No.17 Nelson Street, Mong Kok",10,0,3 hours before,3 hours before,3 days before,2018.08.11,07-12-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Heya Crystal,https://www.28hse.com/en/buy/estate-8616,626609,For sale,HK$ 7.35M ,,"$18,798",,High level,1,,391 ,,1,No.399 Castle Peak Road,15,0,3 hours before,3 hours before,2 days before,2018.08.11,07-12-2018
